Prerequisite,Python for Everybody,Introduction to Computer Science and Programming using Python,How to Code - Simple Data,How to Code - Complex Data,"Programming Languages, Part A","Programming Languages, Part B","Programming Languages, Part C",Object-Oriented Design,Design Patterns,Software Architecture,Calculus 1A: Differentiation,Calculus 1B: Integration,Calculus 1C: Coordinate Systems & Infinite Series,Mathematics for Computer Science,The Missing Semester of Your CS Education,Build a Modern Computer from First Principles: From Nand to Tetris,Build a Modern Computer from First Principles: Nand to Tetris Part II,Operating Systems: Three Easy Pieces,Computer Networking: a Top-Down Approach,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms","Graph Search, Shortest Paths, and Data Structures","Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming","Shortest Paths Revisited, NP-Complete Problems and What To Do About Them",Cybersecurity Fundamentals,Principles of Secure Coding,Identifying Security Vulnerabilities,Identifying Security Vulnerabilities in C/C++ Programming or Exploiting and Securing Vulnerabilities in Java Applications,Databases: Modeling and Theory,Databases: Relational Databases and SQL,Databases: Semistructured Data,Machine Learning,Computer Graphics,Software Engineering: Introduction,"Ethics, Technology and Engineering",Intellectual Property Law in Digital Age,Data Privacy Fundamentals,Parallel Programming,Compilers,Introduction to Haskell,Learn Prolog Now!,Software Debugging,Software Testing,Final Project,Intro CS,Intro CS,Core Programming,Core Programming,Core Programming,Core Programming,Core Programming,Core Programming,Core Programming,Core Programming,Core Math,Core Math,Core Math,Core Math,CS Tools,Core Systems,Core Systems,Core Systems,Core Systems,Core Theory,Core Theory,Core Theory,Core Theory,Core Security,Core Security,Core Security,Core Security,Core Applications,Core Applications,Core Applications,Core Applications,Core Applications,Core Applications,Core Ethics,Core Ethics,Core Ethics,Advanced Programming,Advanced Programming,Advanced Programming,Advanced Programming,Advanced Programming,Advanced Programming,Final Project
 basic CS,0.17490835198110327,0.08769253320429729,0.17214057539224184,0.1501062114642262,0.4221714608060412,0.4118020778782609,0.4537764838457506,0.13902069297517175,0.26807366184586,0.24721460923865987,0.5135783473497693,0.5053077188286716,0.34244074808086095,0.09847480118739105,0.15145435234049756,0.1358239512028591,0.16538650721421214,0.48071149575308264,0.4128488811443965,0.22717657574424405,0.3521955715325032,0.4319234860527801,0.14234576293665346,0.24829985138516641,0.2369410916481355,0.15154979552713138,0.08294845529486362,0.5187592846622116,0.5484272257637341,0.6691524103810256,0.263346720161408,0.25647361627743287,0.5315119943011962,0.17812424673968677,0.1521614662250503,0.1902707486193936,0.24658990602410374,0.3063835288355014,0.11383420531250855,0.09965475772743503,0.21894802771124508,0.24459993788341097,0.3069291090711704,0.31079675229989695,0.31079675229989695,0.21761302798711915,0.21761302798711915,0.21761302798711915,0.21761302798711915,0.21761302798711915,0.21761302798711915,0.21761302798711915,0.21761302798711915,0.22937948578075795,0.22937948578075795,0.22937948578075795,0.22937948578075795,0.30285944206902116,0.18652516792986917,0.18652516792986917,0.18652516792986917,0.18652516792986917,0.19620318293595204,0.19620318293595204,0.19620318293595204,0.19620318293595204,0.2437570946476528,0.2437570946476528,0.2437570946476528,0.2437570946476528,0.2414379148049449,0.2414379148049449,0.2414379148049449,0.2414379148049449,0.2414379148049449,0.2414379148049449,0.25452683375629603,0.25452683375629603,0.25452683375629603,0.1942013120210024,0.1942013120210024,0.1942013120210024,0.1942013120210024,0.1942013120210024,0.1942013120210024,0.3069291090711704
"Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming",0.3178369389098266,0.5651003326747487,0.4840407759034279,0.4935700605399503,0.7573185074007627,0.7801632861065317,0.740270896004634,0.3805087500874036,0.5566227651401319,0.5293766004538516,0.28016913701207175,0.2303040038504827,0.6745656217016481,0.5728628110821005,0.5435743974662045,0.5514862568584712,0.6214966014787591,0.6788553479507808,0.5788068542061644,0.6859309408764613,0.8237301457066553,1.0,0.6226669882919059,0.6016766698223793,0.6012737031930803,0.6178337813527806,0.7169494663991982,0.6146006800123857,0.6883444496135255,0.5004043531022301,0.5568751057162618,0.562445051918689,0.4943980699177945,0.6955166258393118,0.622323644248653,0.6307542989721222,0.5577024046481042,0.3040238523266493,0.2016562491417457,0.22444529698827959,0.5091665767919297,0.5267180951353796,0.5318326492579724,0.410234725272986,0.410234725272986,0.5321872267013871,0.5321872267013871,0.5321872267013871,0.5321872267013871,0.5321872267013871,0.5321872267013871,0.5321872267013871,0.5321872267013871,0.5112094074097907,0.5112094074097907,0.5112094074097907,0.5112094074097907,0.5795067665819009,0.5157277230005471,0.5157277230005471,0.5157277230005471,0.5157277230005471,0.45171324819462516,0.45171324819462516,0.45171324819462516,0.45171324819462516,0.5059180408712409,0.5059180408712409,0.5059180408712409,0.5059180408712409,0.5396776957701104,0.5396776957701104,0.5396776957701104,0.5396776957701104,0.5396776957701104,0.5396776957701104,0.5456715084841247,0.5456715084841247,0.5456715084841247,0.615110114303101,0.615110114303101,0.615110114303101,0.615110114303101,0.615110114303101,0.615110114303101,0.5318326492579724
Calculus 1C,0.2671467086677776,0.3363769003435312,0.18468987942822362,0.1920654533337498,0.36955708837997575,0.26326755349880626,0.36996552418996187,0.2121900289890217,0.35305304716041264,0.4579243897764901,0.7430399270426051,0.7338648221133204,0.47050071739989113,0.30087551250813166,0.4333153392008982,0.20695484848975762,0.3273335117363958,0.24557645785637555,0.3743119383387636,0.10045854221015259,0.18820452280778766,0.3200957318092542,0.1324004633477672,0.4806933110165445,0.3187348393638679,0.278543355663138,0.14353721737452607,0.25082909211267235,0.13686751191340854,0.24731759586225177,0.6435630177511634,0.4006331963634451,0.45014078635106386,0.05018530768294338,0.3121218541108132,0.22119220797699304,0.5699579913591034,0.36291943325815373,0.55063829045672,0.30156901865917024,0.5958427658838686,0.5098325764454721,0.5705287691838865,0.4797761385881444,0.4797761385881444,0.6149760556707738,0.6149760556707738,0.6149760556707738,0.6149760556707738,0.6149760556707738,0.6149760556707738,0.6149760556707738,0.6149760556707738,0.5516846152179369,0.5516846152179369,0.5516846152179369,0.5516846152179369,0.4615716705719486,0.2711538749097151,0.2711538749097151,0.2711538749097151,0.2711538749097151,0.5749381635953291,0.5749381635953291,0.5749381635953291,0.5749381635953291,0.5663165085784496,0.5663165085784496,0.5663165085784496,0.5663165085784496,0.3228481967920202,0.3228481967920202,0.3228481967920202,0.3228481967920202,0.3228481967920202,0.3228481967920202,0.33822297792518613,0.33822297792518613,0.33822297792518613,0.5234045370876499,0.5234045370876499,0.5234045370876499,0.5234045370876499,0.5234045370876499,0.5234045370876499,0.5705287691838865
core programming,0.2955264765827595,0.41489733115764366,0.45157210426950695,0.49444585452542456,0.5001600188101804,0.5140641692478436,0.5403672040019734,0.5160780187765467,0.5717868010945544,0.6187591603397167,0.3553074379690921,0.3417853372742712,0.4341390442017108,0.4795987443904006,0.4841268669499337,0.3435423564293949,0.44953059372172605,0.534048700322795,0.5479855065766415,0.23786176050724084,0.40790529228398703,0.46337630987349054,0.30612060713895517,0.5788684419385562,0.486771855021198,0.5217085749987946,0.40154218654884877,0.3113473205465203,0.2950597676558439,0.474336472154868,0.688383987447897,0.5745142099357393,0.5354008670290953,0.21657958691104087,0.5065358870406947,0.5166987557892224,0.7186651433062541,0.23292634345190444,0.39893522139133514,0.19646881735571672,0.694415463829277,0.6637309973210043,0.5950794148391194,0.45773863746640214,0.45773863746640214,0.7653634622443641,0.7653634622443641,0.7653634622443641,0.7653634622443641,0.7653634622443641,0.7653634622443641,0.7653634622443641,0.7653634622443641,0.6824182537163251,0.6824182537163251,0.6824182537163251,0.6824182537163251,0.4958449089959818,0.5605216321473344,0.5605216321473344,0.5605216321473344,0.5605216321473344,0.6126177956980187,0.6126177956980187,0.6126177956980187,0.6126177956980187,0.6750454553542018,0.6750454553542018,0.6750454553542018,0.6750454553542018,0.5684392671356681,0.5684392671356681,0.5684392671356681,0.5684392671356681,0.5684392671356681,0.5684392671356681,0.5520952237425554,0.5520952237425554,0.5520952237425554,0.7045087506011855,0.7045087506011855,0.7045087506011855,0.7045087506011855,0.7045087506011855,0.7045087506011855,0.5950794148391194
"Programming Languages, Part A",0.2220329544634646,0.46989199290911193,0.49508383229488295,0.5417546478642765,1.0,0.9717064951718981,0.9733852803593229,0.3207711971789791,0.5976100712284691,0.6231426528601105,0.3931125093861996,0.3482192893604316,0.6980498222582543,0.5467593354916125,0.5030151132113185,0.5346158078511752,0.6563029192166637,0.6839395311083427,0.6090967395212831,0.47273967440548764,0.7462271289805343,0.7573185074007627,0.5791370729353316,0.6274664489888527,0.5406565149196705,0.5168096680089083,0.5939545754757575,0.48154665446478573,0.651239241356451,0.5765720323373111,0.6395649919054407,0.6154316833780152,0.5962825217166031,0.5402992181655044,0.6493688375959329,0.6951449791155928,0.5033171587814927,0.32765292076826286,0.28585685045601866,0.18577041770990085,0.5128509420403635,0.5617535133334975,0.5466417306642742,0.539308882775177,0.539308882775177,0.5981613564205461,0.5981613564205461,0.5981613564205461,0.5981613564205461,0.5981613564205461,0.5981613564205461,0.5981613564205461,0.5981613564205461,0.6450037466799214,0.6450037466799214,0.6450037466799214,0.6450037466799214,0.6267224795231209,0.6470375407996353,0.6470375407996353,0.6470375407996353,0.6470375407996353,0.514390479368242,0.514390479368242,0.514390479368242,0.514390479368242,0.5973681745648336,0.5973681745648336,0.5973681745648336,0.5973681745648336,0.6468373478724755,0.6468373478724755,0.6468373478724755,0.6468373478724755,0.6468373478724755,0.6468373478724755,0.6292930934296393,0.6292930934296393,0.6292930934296393,0.5257730350866747,0.5257730350866747,0.5257730350866747,0.5257730350866747,0.5257730350866747,0.5257730350866747,0.5466417306642742
Design Patterns,0.28724525714022847,0.4253744556753496,0.54226129689873,0.5923213405474825,0.5976100712284691,0.6097505318097257,0.611061125172907,0.4286482568505942,1.0,0.7996168026380619,0.3355686142413199,0.33337342446345475,0.5032454069616595,0.5535461766097208,0.39970402806739136,0.439343675229482,0.5917761854558432,0.700077878748853,0.5379599242467233,0.2034855195112688,0.5399568209164599,0.5566227651401319,0.4602052220815626,0.796587357767984,0.5550740815258246,0.6762593194117006,0.4974657524717294,0.3921244558221886,0.45177107028826646,0.6201724703980845,0.7497707781762599,0.7971485447663542,0.6338355076701077,0.2477636186706335,0.6369910741043098,0.7665219465189188,0.6629970350036047,0.5541242796972387,0.370908769794327,0.2538695920863257,0.70079748190503,0.8070171943250503,0.6417630938665081,0.5805195210584277,0.5805195210584277,0.7166280531945654,0.7166280531945654,0.7166280531945654,0.7166280531945654,0.7166280531945654,0.7166280531945654,0.7166280531945654,0.7166280531945654,0.73592666089631,0.73592666089631,0.73592666089631,0.73592666089631,0.7402406084215071,0.7586202872797676,0.7586202872797676,0.7586202872797676,0.7586202872797676,0.6995238697060956,0.6995238697060956,0.6995238697060956,0.6995238697060956,0.7275204207724096,0.7275204207724096,0.7275204207724096,0.7275204207724096,0.7568454847625584,0.7568454847625584,0.7568454847625584,0.7568454847625584,0.7568454847625584,0.7568454847625584,0.7703007491384253,0.7703007491384253,0.7703007491384253,0.6327257505116325,0.6327257505116325,0.6327257505116325,0.6327257505116325,0.6327257505116325,0.6327257505116325,0.6417630938665081
Calculus 1A,0.2313650682303676,0.26256075841438875,0.1955906093755953,0.1874758633258678,0.3124606633452726,0.20363647957366615,0.3166835306396437,0.14478832167165204,0.2886350783075196,0.3960230318894535,0.760565310168238,0.7085373492350718,0.4579232560327606,0.28446699523516683,0.4659808471934384,0.23065849574773406,0.3334296753966337,0.2607649887628412,0.33312786891711377,0.03902521924427052,0.10391971207341842,0.25649472234200843,0.10905981729235015,0.45561474569611626,0.3086049786984585,0.23049125329715314,0.12923483221777018,0.24095703779049962,0.23891279396815354,0.31628525542357244,0.547305853669349,0.4047433942878384,0.381925846144777,-0.018361076499724727,0.3240488260455468,0.2065966662840204,0.44051273994318696,0.360750158233167,0.48043630710317387,0.24556854598206426,0.4680820412315663,0.397179884558589,0.5308012598674754,0.5300022083131668,0.5300022083131668,0.5631223221600636,0.5631223221600636,0.5631223221600636,0.5631223221600636,0.5631223221600636,0.5631223221600636,0.5631223221600636,0.5631223221600636,0.5553201365688076,0.5553201365688076,0.5553201365688076,0.5553201365688076,0.4624165694404589,0.3457510239430512,0.3457510239430512,0.3457510239430512,0.3457510239430512,0.5216421013056519,0.5216421013056519,0.5216421013056519,0.5216421013056519,0.5338995821462145,0.5338995821462145,0.5338995821462145,0.5338995821462145,0.34562120735133156,0.34562120735133156,0.34562120735133156,0.34562120735133156,0.34562120735133156,0.34562120735133156,0.39127412990369226,0.39127412990369226,0.39127412990369226,0.4390874781455004,0.4390874781455004,0.4390874781455004,0.4390874781455004,0.4390874781455004,0.4390874781455004,0.5308012598674754
linear algebra,0.35713873317922384,0.3512712521818896,0.37192638709273995,0.34400776590927123,0.3847699003269834,0.35862531467745223,0.41518253972867997,0.12488158251815112,0.40305466187709643,0.5234208824944007,0.39770612811740774,0.26752400657715414,0.39370977624758935,0.4276629861196273,0.35044495619827576,0.3861895546032287,0.41232432155607784,0.2556469417776864,0.2355489393813065,0.22982677285121458,0.2842344789466549,0.4020579864591043,0.3087077515753642,0.3291284011640518,0.3614866378933601,0.32329342548936935,0.29859926449660057,0.200679356346981,0.38791334403187705,0.37772659633370076,0.3697032358143371,0.41415712943550403,0.2784189174622163,0.21471614107362882,0.4488797909086603,0.35972598915178644,0.38670833369988755,0.484924911211414,0.42140303743479574,0.3288985542169861,0.2888066701942346,0.363625558896418,0.48313891534496173,0.5581678736652799,0.5581678736652799,0.36795591952823176,0.36795591952823176,0.36795591952823176,0.36795591952823176,0.36795591952823176,0.36795591952823176,0.36795591952823176,0.36795591952823176,0.43052384212768074,0.43052384212768074,0.43052384212768074,0.43052384212768074,0.5299063396042858,0.3799127361903653,0.3799127361903653,0.3799127361903653,0.3799127361903653,0.34979466599211073,0.34979466599211073,0.34979466599211073,0.34979466599211073,0.4191218582034598,0.4191218582034598,0.4191218582034598,0.4191218582034598,0.3316747771447395,0.3316747771447395,0.3316747771447395,0.3316747771447395,0.3316747771447395,0.3316747771447395,0.4773160172935194,0.4773160172935194,0.4773160172935194,0.3895357211845606,0.3895357211845606,0.3895357211845606,0.3895357211845606,0.3895357211845606,0.3895357211845606,0.48313891534496173
How to Code: Simple Data,0.3478861394140931,0.349116976251574,0.7476671084955557,0.7121218439237016,0.4800578276396705,0.4809283765190163,0.5198336935428757,0.2114986835399141,0.5171709500941241,0.5473277015818909,0.5090375039320785,0.49715587875680395,0.41195187007307765,0.37641839259229487,0.3017219367119605,0.42568216095752875,0.4863822139757865,0.5746462788417048,0.4754461407744026,0.21926497859731842,0.32577912414645327,0.42167849271529856,0.41152741840584195,0.45955090327455606,0.3471295518634978,0.3373533449366843,0.261168574639859,0.4416395683523259,0.4683450652420509,0.6347951655130094,0.5271398103012909,0.5170220710559332,0.6095950092790589,0.18991401734024305,0.42054108005627855,0.4109884327224585,0.40616951383949834,0.41347357641041443,0.5022955035003827,0.2070233332807543,0.48417224638586004,0.5441159470899424,0.5106764425923238,0.375521842396559,0.375521842396559,0.49733184546709924,0.49733184546709924,0.49733184546709924,0.49733184546709924,0.49733184546709924,0.49733184546709924,0.49733184546709924,0.49733184546709924,0.49055640012713486,0.49055640012713486,0.49055640012713486,0.49055640012713486,0.4593869847383004,0.47408145874802904,0.47408145874802904,0.47408145874802904,0.47408145874802904,0.4375507549758318,0.4375507549758318,0.4375507549758318,0.4375507549758318,0.48956181570468443,0.48956181570468443,0.48956181570468443,0.48956181570468443,0.4785122193255594,0.4785122193255594,0.4785122193255594,0.4785122193255594,0.4785122193255594,0.4785122193255594,0.5299593931043426,0.5299593931043426,0.5299593931043426,0.4106019927794925,0.4106019927794925,0.4106019927794925,0.4106019927794925,0.4106019927794925,0.4106019927794925,0.5106764425923238
high school math,0.4039729694783748,0.42030833786548466,0.4153237568857125,0.4339748803121422,0.33079819844361635,0.3452300094311268,0.33469734903696186,0.475065733852635,0.47191179353451007,0.601750352231,0.2679957652548381,0.2708954329620027,0.39764594639168804,0.497920491594702,0.43456629757056525,0.40110370717309785,0.48488650228998875,0.40213539714791346,0.40865781467722895,0.16954627681469536,0.36183577748844886,0.40170724583871054,0.26815569362811437,0.5314903598248151,0.3450619869393428,0.5263280392458579,0.4392933558338752,0.1940675718117654,0.18819748095126607,0.24015289675847537,0.6012683455165544,0.45966557457849244,0.46888309339153517,0.21962403259338503,0.587412513187161,0.4813913044591359,0.5410879957454221,0.14987996128961417,0.3778896570114628,0.1621144058577067,0.670472801091261,0.6293827944094647,0.5537581426825896,0.4744464129365945,0.4744464129365945,0.6120539283596987,0.6120539283596987,0.6120539283596987,0.6120539283596987,0.6120539283596987,0.6120539283596987,0.6120539283596987,0.6120539283596987,0.6168222959404068,0.6168222959404068,0.6168222959404068,0.6168222959404068,0.32305320328810744,0.45221018611268105,0.45221018611268105,0.45221018611268105,0.45221018611268105,0.5923889100107886,0.5923889100107886,0.5923889100107886,0.5923889100107886,0.5967990974429176,0.5967990974429176,0.5967990974429176,0.5967990974429176,0.41732419733498133,0.41732419733498133,0.41732419733498133,0.41732419733498133,0.41732419733498133,0.41732419733498133,0.3988287012220675,0.3988287012220675,0.3988287012220675,0.5964461297994822,0.5964461297994822,0.5964461297994822,0.5964461297994822,0.5964461297994822,0.5964461297994822,0.5537581426825896
Calculus 1B,0.24949390827317522,0.2752758363930151,0.25680175428603885,0.26189154764688255,0.3735798161642924,0.2878921715999514,0.36768645822242374,0.3122060391264487,0.3827551610540846,0.4255187891181992,0.698510517265997,0.7618598006821042,0.4480887474191834,0.2972016956337661,0.41829688255531877,0.20428361955282318,0.3360402335810857,0.3731346075555649,0.3935657466363979,0.058020457694517275,0.1914931389294344,0.3432170389992769,0.15603379920427823,0.535695432523945,0.39402543984051536,0.3180026032659327,0.16180182506977717,0.28167415690539455,0.21453874171247336,0.3655908553515508,0.6356005330423721,0.4436900267289829,0.42610248335358714,0.024900786009681923,0.33559803352427103,0.27178812013826786,0.5144848679299006,0.3585953757999704,0.4533549184181637,0.16968494289054778,0.5224836329078661,0.45229684831813943,0.6160600869213555,0.41859233846055677,0.41859233846055677,0.6088542399696889,0.6088542399696889,0.6088542399696889,0.6088542399696889,0.6088542399696889,0.6088542399696889,0.6088542399696889,0.6088542399696889,0.5645898425402047,0.5645898425402047,0.5645898425402047,0.5645898425402047,0.44517051291627546,0.3624577101193905,0.3624577101193905,0.3624577101193905,0.3624577101193905,0.5277266525380608,0.5277266525380608,0.5277266525380608,0.5277266525380608,0.5492712943389777,0.5492712943389777,0.5492712943389777,0.5492712943389777,0.4210623164867043,0.4210623164867043,0.4210623164867043,0.4210623164867043,0.4210623164867043,0.4210623164867043,0.42015366477447585,0.42015366477447585,0.42015366477447585,0.5176042907907519,0.5176042907907519,0.5176042907907519,0.5176042907907519,0.5176042907907519,0.5176042907907519,0.6160600869213555
How to Code (Hear instructor),0.20507825381388506,0.32221000366134245,0.6445634936030237,0.5944617492220289,0.3304512305505179,0.34550581065768077,0.35191246627343253,0.2585035422045201,0.2918103539266135,0.35730133791865276,0.2539033346245995,0.23276094040833237,0.24913095474426963,0.25548869492924886,0.22082478975938763,0.3236702280593444,0.32952078142226865,0.29856454574585484,0.3724456330327212,0.3139650832873957,0.26681879929343516,0.34838540485958247,0.40372266846760313,0.22325941150322412,0.19899781621340337,0.30513410439426186,0.2813158952354825,0.33772818620846706,0.3061443719047338,0.28308002165863555,0.278427668573426,0.24297272566937764,0.46697052205499023,0.3207710543031981,0.24309584606332788,0.23008226619314578,0.2691756801814483,0.14557640028188307,0.37298185935699624,0.3247359037204632,0.36394043945180676,0.3709630200563634,0.23852242914627556,0.16349385612376452,0.16349385612376452,0.25204131074163577,0.25204131074163577,0.25204131074163577,0.25204131074163577,0.25204131074163577,0.25204131074163577,0.25204131074163577,0.25204131074163577,0.23953954199464836,0.23953954199464836,0.23953954199464836,0.23953954199464836,0.16168776023941359,0.1885064003049297,0.1885064003049297,0.1885064003049297,0.1885064003049297,0.19625677643784853,0.19625677643784853,0.19625677643784853,0.19625677643784853,0.26735987528582883,0.26735987528582883,0.26735987528582883,0.26735987528582883,0.17021192927034948,0.17021192927034948,0.17021192927034948,0.17021192927034948,0.17021192927034948,0.17021192927034948,0.193052943228202,0.193052943228202,0.193052943228202,0.21160315067081217,0.21160315067081217,0.21160315067081217,0.21160315067081217,0.21160315067081217,0.21160315067081217,0.23852242914627556
